post_id,dirigente_id,dirigente_nombre,plataforma,content,published_at,current_tono,current_target,current_version
4514,2,Rafael Solano Pérez,TWITTER,Empresas privadas que pretenden asignar valores sociales. Interesante discusión sobre democracia y tecnología.,2026-04-19T15:58:30+00:00,,,
4512,2,Rafael Solano Pérez,TWITTER,"Extraordinaria y contrastante la respuesta de María Corina, frente a los restos de Maduro. 

De repente España se convirtió en epicentro del debate latinoamericano.  https://t.co/rYIKpljAOl",2026-04-18T18:49:23+00:00,,,
4513,2,Rafael Solano Pérez,TWITTER,"Recordar una de las narraciones más épicas de los tiempos a cargo de Peter Drury sobre Messi en 2022. #Fifa2026 #WorldCup 

https://t.co/hKNbJ6QhpT",2026-04-18T16:02:06+00:00,,,
4525,2,Rafael Solano Pérez,INSTAGRAM,"La elección de 2027 ya empezó. No en las boletas, sino en el tablero que se mueve cada semana: reformas, fracturas, silencios.

Morena llega fuerte pero fisurada. PAN y PRI son testimonio sin contrapeso. MC enfrenta un dilema de identidad. Y el actor que nadie analiza —el ciudadano harto— podría ser el más decisivo.

Nueva columna en De Libertad y Responsabilidad.
🔗 Link en bio.
#DeLibertadYResponsabilidad #Elecciones2027 #AnálisisPolítico #MéxicoPolítico #Columna #RafaelSolano",2026-04-16T14:02:45+00:00,,,
4526,2,Rafael Solano Pérez,FACEBOOK,"La elección de 2027 ya empezó. No en las boletas, sino en el tablero que se mueve cada semana: reformas, fracturas, silencios.

Morena llega fuerte pero fisurada. PAN y PRI son testimonio sin contrapeso. MC enfrenta un dilema de identidad. Y el actor que nadie analiza —el ciudadano harto— podría ser el más decisivo.

Nueva columna en De Libertad y Responsabilidad.
🔗 Link en bio.
#DeLibertadYResponsabilidad #Elecciones2027 #AnálisisPolítico #MéxicoPolítico #Columna #RafaelSolano",2026-04-16T14:02:35+00:00,,,
832,2,Rafael Solano Pérez,TWITTER,"RT @CNN: Prime Minister and Trump ally Viktor Orbán has conceded defeat in Hungary's parliamentary election, ending 16 years of power for t…

[QT] Prime Minister and Trump ally Viktor Orbán has conceded defeat in Hungary's parliamentary election, ending 16 years of power for the right-wing nationalist. https://t.co/yYNLdkusdd https://t.co/zxGfHCnAAw",2026-04-13T11:23:53+00:00,,,
833,2,Rafael Solano Pérez,TWITTER,"RT @SkyNews: BREAKING: Viktor Orban has conceded the Hungarian election, ending 16 years in power.

Sky's Ivor Bennett reports live from Bu…

[QT] BREAKING: Viktor Orban has conceded the Hungarian election, ending 16 years in power.

Sky's Ivor Bennett reports live from Budapest on the 'historic' result

https://t.co/ZPo6jlKFMe
 
📺 Sky 501, Virgin 602 https://t.co/gjDK07duyT",2026-04-12T22:50:49+00:00,informativo,tema_especifico,claude+gemini-2way-2026-05-09
834,2,Rafael Solano Pérez,TWITTER,"RT @cartodynamics1: Población de 65 y más por alcaldía 🧓🏻👴🏻

Con datos del Censo de Población y Vivienda 2020 https://t.co/nSsLcpCH2m

[QT] Población de 65 y más por alcaldía 🧓🏻👴🏻

Con datos del Censo de Población y Vivienda 2020 https://t.co/nSsLcpCH2m",2026-04-12T15:52:16+00:00,,,
4527,2,Rafael Solano Pérez,FACEBOOK,"La elección de 2027 ya comenzó.

No en las urnas.
En los hechos.

En cada decisión política, en cada error, en cada narrativa que no resiste la realidad.

Morena mantiene el control, pero ya muestra fisuras.

La oposición no ha logrado reconstruirse.

Movimiento Ciudadano crece, pero aún define su identidad.

Y en medio de todo, hay un actor que no está en las siglas:

el ciudadano harto.

Ahí está la clave.

Porque las elecciones no se ganan solo en campaña.

Se ganan —o se pierden— mucho antes.

#México
#PolíticaMexicana
#Democracia
#AnálisisPolítico
#Ciudadanía
#Elecciones2027",2026-04-11T21:02:43+00:00,,,
4524,2,Rafael Solano Pérez,INSTAGRAM,"La elección de 2027 ya comenzó.

No en las urnas.
En los hechos.

En cada decisión política, en cada error, en cada narrativa que no resiste la realidad.

Morena mantiene el control, pero ya muestra fisuras.

La oposición no ha logrado reconstruirse.

Movimiento Ciudadano crece, pero aún define su identidad.

Y en medio de todo, hay un actor que no está en las siglas:

el ciudadano harto.

Ahí está la clave.

Porque las elecciones no se ganan solo en campaña.

Se ganan —o se pierden— mucho antes.

No te pierdas esta semana mi #columna: De Libertad y Responsabilidad. 

#México
#PolíticaMexicana
#Democracia
#AnálisisPolítico
#Ciudadanía
#Elecciones2027",2026-04-11T21:02:36+00:00,,,
586,2,Rafael Solano Pérez,INSTAGRAM,"La elección de 2027 ya comenzó.

No en las urnas.
En los hechos.

En cada decisión política, en cada error, en cada narrativa que no resiste la realidad.

Morena mantiene el control, pero ya muestra fisuras.

La oposición no ha logrado reconstruirse.

Movimiento Ciudadano crece, pero aún define su identidad.

Y en medio de todo, hay un actor que no está en las siglas:

el ciudadano harto.

Ahí está la clave.

Porque las elecciones no se ganan solo en campaña.

Se ganan —o se pierden— mucho antes.

No te pierdas esta semana mi #columna: De Libertad y Responsabilidad. 

#México
#PolíticaMexicana
#Democracia
#AnálisisPolítico
#Ciudadanía
#Elecciones2027",2026-04-11T21:02:36+00:00,,,
4432,8,Laura Ballesteros Mancilla,FACEBOOK,"México no necesita más pactos de impunidad. Necesita justicia.

No es soberanía proteger a políticos señalados por corrupción o crimen organizado. Eso no es defender al país, es encubrir impunidad.

En Morena ya no son casos aislados: es un patrón. Gobernadores protegidos, fiscalías ausentes y una larga lista de impresentables que nunca enfrentan la justicia.

Si de verdad quieren combatir la corrupción, que empiecen por dejar de proteger a los suyos.",2026-05-07T18:55:53+00:00,,,
4407,8,Laura Ballesteros Mancilla,INSTAGRAM,"México no necesita más pactos de impunidad. Necesita justicia.

No es soberanía proteger a políticos señalados por corrupción o crimen organizado. Soberanía es tener instituciones que hagan justicia a la gente, y no que encubran a narcos y políticos corruptos. 

En Morena ya no son casos aislados: es un patrón. Gobernadores protegidos, fiscalías ausentes y una larga lista de impresentables que nunca enfrentan la justicia.",2026-05-07T18:55:34+00:00,,,
4433,8,Laura Ballesteros Mancilla,FACEBOOK,"🚨 ES HOY, ES HOY 🚨

Hoy estrenamos mi noticiero “Pase de Lista” :)

Nos vemos a las 9:30 pm en YouTube para hablar de lo que realmente está pasando en México, rendir cuentas y poner sobre la mesa los temas que sí le importan a la gente.

Este espacio es para construir comunidad, cuestionar al poder y no quedarnos callados frente a lo que pasa en el país.

Las y los espero en mi canal 👉 @LauraBallesterosMX",2026-05-07T15:24:39+00:00,,,
4405,8,Laura Ballesteros Mancilla,INSTAGRAM,"🚨 ES HOY, ES HOY 🚨

Hoy estrenamos mi noticiero “Pase de Lista” :)

Nos vemos a las 9:30 pm en YouTube para hablar de lo que realmente está pasando en México, rendir cuentas y poner sobre la mesa los temas que sí le importan a la gente.

Este espacio es para construir comunidad, cuestionar al poder y no quedarnos callados frente a lo que pasa en el país.

Las y los espero en mi canal 👉 @LauraBallesterosMX",2026-05-07T15:24:24+00:00,,,
4454,8,Laura Ballesteros Mancilla,TIKTOK,"Es “Narco Washing” lo que el Gobierno de México está haciendo al enredar y aplazar el proceso de justicia de Rocha Moya y secuaces.

Si la gente del pueblo contara con la protección jurídica y de seguridad que le han puesto a esta cueva de criminales, no habrían 100 mil personas sin sentencia en las cárceles o más de 130 mil mexicanos desaparecidos.",2026-05-07T04:05:15+00:00,,,
4434,8,Laura Ballesteros Mancilla,FACEBOOK,"Es “Narco Washing” lo que el Gobierno de México está haciendo al enredar y aplazar el proceso de justicia de Rocha Moya y secuaces.

Si la gente del pueblo contara con la protección jurídica y de seguridad que le han puesto a esta cueva de criminales, no habrían 100 mil personas sin sentencia en las cárceles o más de 130 mil mexicanos desaparecidos.",2026-05-07T03:51:45+00:00,,,
4409,8,Laura Ballesteros Mancilla,INSTAGRAM,"Es “Narco Washing” lo que el Gobierno de México está haciendo al enredar y aplazar el proceso de justicia de Rocha Moya y secuaces.

Si la gente del pueblo contara con la protección jurídica y de seguridad que le han puesto a esta cueva de criminales, no habrían 100 mil personas sin sentencia en las cárceles o más de 130 mil mexicanos desaparecidos.",2026-05-07T03:51:24+00:00,,,
4435,8,Laura Ballesteros Mancilla,FACEBOOK,"¿Para eso querían la mayoría? Para seguir pateando los derechos laborales.

Mientras millones de mexicanas y mexicanos viven agotados entre jornadas eternas y transporte indigno, Morena volvió a darle atole con el dedo al país con las 40 horas: “sí, pero luego”.

Les cuento más hoy en mi nuevo noticiero en YouTube, un espacio para rendir cuentas y hablar de lo que de verdad le importa a la gente. Suscríbanse a mi canal @LauraBallesterosMX en YouTube. :) 

Y a los legisladores de Morena: ya vengan a trabajar, huevones.",2026-05-07T02:04:25+00:00,,,
4406,8,Laura Ballesteros Mancilla,INSTAGRAM,"🚨¡¡ES MAÑANA!! No te pierdas mañana el Estreno de nuestro noti :), “Pase de lista con Ballesteros”.

Mientras millones de mexicanas y mexicanos viven agotados entre jornadas eternas y transporte indigno, Morena volvió a darle atole con el dedo al país con las 40 horas: “sí, pero en el 2030 y con un solo día de descanso a la semana”.

PD. Saludos a las verdaderas y verdaderos héroes de la reducción de la jornada laboral, al los incansables colegas del Frente @yoxlas40horas. 

Este noti en YouTube será semanal, cada jueves, y es un espacio para rendir cuentas y hablar de lo que de verdad le importa a la gente. Suscríbanse a mi canal @LauraBallesterosMX en YouTube. :) 

Y a los legisladores de Morena: ya vengan a trabajar 🐣🐣’s, queremos jornada laboral extendida para todos ellos.",2026-05-07T02:04:06+00:00,,,
4455,8,Laura Ballesteros Mancilla,TIKTOK,"No todos los partidos se juegan en una cancha. ⚽️

Algunos se juegan todos los días, defendiendo a la gente y las causas que valen la pena, defendiendo nuestro Derecho al Futuro. 🇲🇽🧡",2026-05-06T21:05:35+00:00,,,
4436,8,Laura Ballesteros Mancilla,FACEBOOK,"No todos los partidos se juegan en una cancha. ⚽️

Algunos se juegan todos los días, defendiendo a la gente y las causas que valen la pena, defendiendo nuestro Derecho al Futuro. 🇲🇽🧡",2026-05-06T21:04:29+00:00,,,
4408,8,Laura Ballesteros Mancilla,INSTAGRAM,"No todos los partidos se juegan en una cancha. ⚽️

Algunos se juegan todos los días, defendiendo a la gente y las causas que valen la pena, defendiendo nuestro Derecho al Futuro. 🇲🇽🧡",2026-05-06T21:04:14+00:00,,,
4456,8,Laura Ballesteros Mancilla,TIKTOK,"El Mundial no sólo se juega en la cancha. También se juega en las ciudades.

Mientras Nuevo León y Jalisco aprovecharon el Mundial para invertir más de 30 mil millones de pesos en transporte público, en la CDMX nos siguen debiendo líneas de Metro, ciclovías, Metrobús e interconexión real entre sistemas de movilidad.

Sí, hay que recibir bien a los turistas. Pero primero hay que darle una ciudad digna a quienes vivimos aquí todos los días.",2026-05-06T18:40:12+00:00,,,
4437,8,Laura Ballesteros Mancilla,FACEBOOK,"El Mundial no sólo se juega en la cancha. También se juega en las ciudades.

Mientras Nuevo León y Jalisco aprovecharon el Mundial para invertir más de 30 mil millones de pesos en transporte público, en la CDMX nos siguen debiendo líneas de Metro, ciclovías, Metrobús e interconexión real entre sistemas de movilidad.

Sí, hay que recibir bien a los turistas. Pero primero hay que darle una ciudad digna a quienes vivimos aquí todos los días.",2026-05-06T18:17:06+00:00,,,
4410,8,Laura Ballesteros Mancilla,INSTAGRAM,"El Mundial no sólo se juega en la cancha. También se juega en las ciudades.

Mientras Nuevo León y Jalisco aprovecharon el Mundial para invertir más de 30 mil millones de pesos en transporte público, en la CDMX nos siguen debiendo líneas de Metro, ciclovías, Metrobús e interconexión real entre sistemas de movilidad.

Sí, hay que recibir bien a los turistas. Pero primero hay que darle una ciudad digna a quienes vivimos aquí todos los días.",2026-05-06T18:16:50+00:00,,,
4438,8,Laura Ballesteros Mancilla,FACEBOOK,"🚨 ¡Ya empezamos con mi nuevo noticiero “Pase de lista”!

El noticiero para entender lo que realmente está pasando en México y para rendirte cuentas. 

Estoy muy contenta de compartir este espacio con ustedes: aquí les voy a contar todo lo que tenemos que estar viendo, entendiendo y exigiendo de los procesos que marcan al país.

Los espero en YouTube 👉🏻 https://youtube.com/@lauraballesterosmx

Cáiganle, construyamos comunidad. 🫰🏻",2026-05-06T14:56:01+00:00,,,
4423,8,Laura Ballesteros Mancilla,INSTAGRAM,"🚨 ¡Ya empezamos con mi nuevo noticiero “Pase de lista”!

El noticiero para entender lo que realmente está pasando en México y para rendirte cuentas. 

Estoy muy contenta de compartir este espacio con ustedes: aquí les voy a contar todo lo que tenemos que estar viendo, entendiendo y exigiendo de los procesos que marcan al país.

Los espero en YouTube 👉🏻 https://youtube.com/@lauraballesterosmx

Cáiganle, construyamos comunidad. 🫰🏻",2026-05-06T14:55:48+00:00,,,
4439,8,Laura Ballesteros Mancilla,FACEBOOK,"🚨 ¡Ya empezamos con mi nuevo noticiero “Pase de lista”!

El noticiero para entender lo que realmente está pasando en México.

Estoy muy contenta de compartir este espacio con ustedes: aquí les voy a contar todo lo que tenemos que estar viendo, entendiendo y exigiendo de los procesos que marcan al país.

Los espero en YouTube 👉🏻 https://youtube.com/@lauraballesterosmx

Cáiganle, construyamos comunidad. 🫰🏻",2026-05-06T00:38:17+00:00,,,
4457,8,Laura Ballesteros Mancilla,TIKTOK,"Nos dijeron que era progreso. No fue un accidente: fue encubrimiento.

Más de 900 km del Golfo contaminados, vida marina destruida y miles de pescadores afectados… mientras Morena lo negaba: “gotitas”, “barco fantasma”. Hoy sabemos que fue un ducto de Pemex y que tardaron semanas en reaccionar. El desastre en Veracruz que Morena negó.

¿Responsables? Nadie. ¿Autoridades? Tampoco.

Y aún así, siguen apostando por energías fósiles contaminantes en lugar de acelerar la transición energética.

Así operan: daño ambiental, mentiras e impunidad. #AdiósALasEnergíasFósiles",2026-05-05T21:09:11+00:00,,,
4440,8,Laura Ballesteros Mancilla,FACEBOOK,"Nos dijeron que era progreso. No fue un accidente: fue encubrimiento.

Más de 900 km del Golfo contaminados, vida marina destruida y miles de pescadores afectados… mientras Morena lo negaba: “gotitas”, “barco fantasma”. Hoy sabemos que fue un ducto de Pemex y que tardaron semanas en reaccionar. El desastre en Veracruz que Morena negó.

¿Responsables? Nadie. ¿Autoridades? Tampoco.

Y aún así, siguen apostando por energías fósiles contaminantes en lugar de acelerar la transición energética.

Así operan: daño ambiental, mentiras e impunidad. #AdiósALasEnergíasFósiles",2026-05-05T20:56:35+00:00,,,
